test_id,duration_sec,initial_deposit,net_profit,profit_factor,balance_dd_max,equity_dd_max,total_trades,total_deals,profit_trades,loss_trades,gross_profit,gross_loss,recovery_factor,sharpe,largest_profit,largest_loss
test_id,duration_sec,initial_deposit,net_profit,profit_factor,balance_dd_max,equity_dd_max,total_trades,total_deals,profit_trades,loss_trades,gross_profit,gross_loss,recovery_factor,sharpe,largest_profit,largest_loss
BP_p2_ago24_C_full,MT5_Tester2,254.8,50 000.00,-80.83,0.97,398.04 (0.80%),408.90 (0.82%),295,590,209 (70.85%),86 (29.15%),2 431.20,-2 512.03,-0.20,-2.17,32.70,-30.00
BP_p2_ago24_D_tpfast,MT5_Tester,249.2,50 000.00,146.30,1.06,361.88 (0.72%),345.24 (0.69%),376,752,286 (76.06%),90 (23.94%),2 778.33,-2 632.03,0.42,3.84,32.70,-30.00
BP_p3_nov24_A_baseline,MT5_Tester3,275.2,50 000.00,-777.08,0.76,1 052.16 (2.09%),1 061.04 (2.11%),281,562,214 (76.16%),67 (23.84%),2 439.13,-3 216.21,-0.73,-5.00,19.84,-55.17
BP_p3_nov24_B_tight,MT5_Tester2,269.4,50 000.00,-450.86,0.84,646.10 (1.29%),639.20 (1.28%),311,622,214 (68.81%),97 (31.19%),2 445.18,-2 896.04,-0.71,-5.00,19.84,-35.17
BP_p4_dec24_A_baseline,MT5_Tester2,200.7,50 000.00,-316.10,0.74,560.04 (1.11%),578.50 (1.15%),114,228,86 (75.44%),28 (24.56%),909.23,-1 225.33,-0.55,-5.00,22.78,-53.44
BP_p3_nov24_C_full,MT5_Tester,270.7,50 000.00,-450.23,0.83,633.79 (1.26%),637.85 (1.27%),278,556,191 (68.71%),87 (31.29%),2 168.10,-2 618.33,-0.71,-5.00,19.84,-35.17
BP_p3_nov24_D_tpfast,MT5_Tester3,285.0,50 000.00,-394.06,0.86,595.12 (1.19%),599.20 (1.20%),368,736,271 (73.64%),97 (26.36%),2 496.81,-2 890.87,-0.66,-5.00,15.58,-35.17
BP_p4_dec24_B_tight,MT5_Tester2,198.7,50 000.00,-152.68,0.86,285.58 (0.57%),299.34 (0.60%),124,248,86 (69.35%),38 (30.65%),921.81,-1 074.49,-0.51,-5.00,22.78,-31.72
BP_p4_dec24_C_full,MT5_Tester,198.6,50 000.00,-152.17,0.84,272.97 (0.54%),287.83 (0.57%),109,218,75 (68.81%),34 (31.19%),804.73,-956.90,-0.53,-5.00,22.78,-31.72
BP_p4_dec24_D_tpfast,MT5_Tester3,180.8,50 000.00,-163.60,0.85,281.68 (0.56%),300.30 (0.60%),139,278,101 (72.66%),38 (27.34%),909.77,-1 073.37,-0.54,-5.00,22.78,-31.72
BP_p5_mar25_A_baseline,MT5_Tester2,235.0,50 000.00,53.82,1.04,404.96 (0.81%),436.40 (0.87%),146,292,118 (80.82%),28 (19.18%),1 290.88,-1 237.06,0.12,1.31,18.78,-50.00
BP_p5_mar25_B_tight,MT5_Tester,236.5,50 000.00,224.68,1.21,131.36 (0.26%),139.78 (0.28%),156,312,118 (75.64%),38 (24.36%),1 297.76,-1 073.08,1.61,11.03,18.78,-31.72
BP_p5_mar25_C_full,MT5_Tester3,218.6,50 000.00,241.22,1.27,120.68 (0.24%),135.78 (0.27%),135,270,103 (76.30%),32 (23.70%),1 135.94,-894.72,1.78,12.00,18.78,-31.72
BP_p5_mar25_D_tpfast,MT5_Tester2,234.7,50 000.00,183.30,1.17,146.92 (0.29%),149.32 (0.30%),178,356,141 (79.21%),37 (20.79%),1 255.88,-1 072.58,1.23,8.22,14.10,-31.72
BP_p6_may25_A_baseline,MT5_Tester,452.9,50 000.00,-183.90,0.99,1 447.83 (2.84%),1 307.67 (2.58%),1256,2512,996 (79.30%),260 (20.70%),12 957.37,-13 141.27,-0.14,-0.64,199.00,-534.15
BP_p6_may25_B_tight,MT5_Tester3,451.7,50 000.00,1 485.55,1.12,836.06 (1.61%),528.86 (1.03%),1402,2804,1001 (71.40%),401 (28.60%),13 799.90,-12 314.35,2.81,7.16,774.92,-572.90
BP_p6_may25_C_full,MT5_Tester2,421.1,50 000.00,811.75,1.09,422.70 (0.84%),504.92 (1.01%),1110,2220,797 (71.80%),313 (28.20%),10 107.81,-9 296.06,1.61,4.88,124.43,-35.92
N13_FULL_sp3,MT5_Tester3,4381.6,,,,,,,,,,,,,,,
N15_VD5_VA003,MT5_Tester3,4382.2,,,,,,,,,,,,,,,
BP_p6_may25_D_tpfast,MT5_Tester,440.6,50 000.00,1 037.16,1.08,906.76 (1.75%),715.01 (1.39%),1599,3198,1203 (75.23%),396 (24.77%),13 467.29,-12 430.13,1.45,4.40,774.92,-370.04
N16_VD5_VA005,MT5_Tester2,4442.1,,,,,,,,,,,,,,,
N14_FULL_sp10,MT5_Tester,8658.1,,,,,,,,,,,,,,,
N14_FULL_sp10,MT5_Tester,4802.2,,,,,,,,,,,,,,,
N15_VD5_VA003,MT5_Tester3,3731.4,50 000.00,19 557.39,1.40,1 965.66 (3.68%),345.58 (0.55%),9526,19052,7747 (81.32%),1779 (18.68%),68 571.88,-49 014.49,56.59,22.56,1 270.97,-1 965.66
N19_ULTRA,MT5_Tester,3761.9,50 000.00,36 660.43,1.32,1 580.20 (2.05%),756.58 (1.06%),23914,47828,17311 (72.39%),6603 (27.61%),150 629.03,-113 968.60,48.46,20.63,1 224.27,-1 580.20
N18_VD10_VB2,MT5_Tester2,4261.1,50 000.00,88 145.47,1.37,3 793.95 (3.61%),3 014.12 (2.97%),39741,79482,35259 (88.72%),4482 (11.28%),325 669.53,-237 524.06,29.24,14.05,2 995.41,-3 793.95
N12_lot003_VD5_VB2,MT5_Tester2,12691.3,,,,,,,,,,,,,,,
N20_ULTRA2,MT5_Tester,3836.2,50 000.00,22 508.01,1.36,1 024.29 (1.97%),336.44 (0.66%),12701,25402,9192 (72.37%),3509 (27.63%),84 306.00,-61 797.99,66.90,26.75,718.24,-1 024.29
N17_VD2_VB2,MT5_Tester3,8048.2,50 000.00,77 107.57,1.33,10 101.85 (8.57%),3 936.95 (3.56%),55416,110832,35428 (63.93%),19988 (36.07%),310 897.59,-233 790.02,19.59,18.41,2 503.47,-10 077.08
N17_VD2_VB2,MT5_Tester3,4317.4,50 000.00,77 107.57,1.33,10 101.85 (8.57%),3 936.95 (3.56%),55416,110832,35428 (63.93%),19988 (36.07%),310 897.59,-233 790.02,19.59,18.41,2 503.47,-10 077.08
VS_hv1_oct25_sp15,MT5_Tester3,4082.3,,,,,,,,,,,,,,,
N18_VD10_VB2,MT5_Tester2,4216.8,50 000.00,88 145.47,1.37,3 793.95 (3.61%),3 014.12 (2.97%),39741,79482,35259 (88.72%),4482 (11.28%),325 669.53,-237 524.06,29.24,14.05,2 995.41,-3 793.95
N19_ULTRA,MT5_Tester3,3879.3,50 000.00,36 660.43,1.32,1 580.20 (2.05%),756.58 (1.06%),23914,47828,17311 (72.39%),6603 (27.61%),150 629.03,-113 968.60,48.46,20.63,1 224.27,-1 580.20
VS_hv1_oct25_sp2,MT5_Tester3,4202.4,,,,,,,,,,,,,,,
O01_VD3_VB2,MT5_Tester,4228.4,50 000.00,86 187.06,1.38,3 087.48 (4.11%),2 384.74 (2.78%),49389,98778,35547 (71.97%),13842 (28.03%),313 368.93,-227 181.87,36.14,16.94,2 430.49,-3 057.48
N20_ULTRA2,MT5_Tester2,3804.8,50 000.00,22 508.01,1.36,1 024.29 (1.97%),336.44 (0.66%),12701,25402,9192 (72.37%),3509 (27.63%),84 306.00,-61 797.99,66.90,26.75,718.24,-1 024.29
VS_hv1_oct25_sp10,MT5_Tester2,8888.8,,,,,,,,,,,,,,,
VS_hv1_oct25_sp3,MT5_Tester3,739.3,50 000.00,19 008.72,1.24,2 336.62 (3.41%),1 327.22 (2.17%),13256,26512,9389 (70.83%),3867 (29.17%),97 852.87,-78 844.15,14.32,26.02,1 049.16,-2 336.62
VS_hv1_oct25_sp5,MT5_Tester2,703.6,50 000.00,12 262.20,1.26,1 117.00 (1.78%),1 608.26 (2.61%),5421,10842,3926 (72.42%),1495 (27.58%),59 123.95,-46 861.75,7.62,20.30,1 010.51,-1 007.46
VS_hv1_oct25_sp7,MT5_Tester3,693.5,50 000.00,7 793.23,1.23,1 112.88 (2.07%),852.60 (1.46%),2762,5524,2012 (72.85%),750 (27.15%),41 554.22,-33 760.99,9.14,18.82,858.56,-1 112.88
VS_hv2_feb26_sp10,MT5_Tester3,599.7,50 000.00,20 690.26,1.29,1 717.46 (3.05%),1 473.78 (2.43%),4020,8040,2909 (72.36%),1111 (27.64%),92 990.98,-72 300.72,14.04,23.85,1 230.72,-1 625.16
O02_VD4_VB2,MT5_Tester2,6546.8,,,,,,,,,,,,,,,
N16_VD5_VA005,MT5_Tester,14400.5,,,,,,,,,,,,,,,
VS_hv2_feb26_sp15,MT5_Tester3,522.5,50 000.00,6 184.56,1.13,3 025.06 (5.15%),2 654.76 (4.63%),1843,3686,1347 (73.09%),496 (26.91%),55 587.05,-49 402.49,2.33,8.39,947.12,-2 677.66
VS_hv2_feb26_sp1,MT5_Tester2,1403.7,50 000.00,404 148.53,2.16,8 372.12 (1.88%),4 700.46 (1.26%),128135,256270,83992 (65.55%),44143 (34.45%),752 669.09,-348 520.56,85.98,61.97,7 130.84,-8 339.24
VS_hv2_feb26_sp2,MT5_Tester3,863.0,50 000.00,184 977.68,1.69,7 295.61 (3.08%),3 456.03 (2.84%),56402,112804,38563 (68.37%),17839 (31.63%),454 513.52,-269 535.84,53.52,46.28,3 388.11,-7 293.31
VS_hv2_feb26_sp3,MT5_Tester2,700.0,50 000.00,124 267.86,1.63,2 920.00 (2.62%),4 345.46 (3.99%),31267,62534,21823 (69.80%),9444 (30.20%),321 760.55,-197 492.69,28.60,46.49,2 972.20,-2 812.00
O04_VD7_VB2,MT5_Tester,3711.2,50 000.00,88 139.33,1.38,4 148.89 (4.72%),5 231.38 (4.44%),41678,83356,35465 (85.09%),6213 (14.91%),321 311.25,-233 171.92,16.85,13.79,2 648.93,-3 962.98
VS_hv2_feb26_sp7,MT5_Tester2,631.8,50 000.00,30 708.59,1.30,3 756.96 (5.85%),3 009.72 (4.74%),7657,15314,5499 (71.82%),2158 (28.18%),134 202.88,-103 494.29,10.20,28.25,1 271.91,-3 586.14
VS_hv2_feb26_sp5,MT5_Tester3,631.8,50 000.00,48 947.95,1.34,4 856.96 (7.06%),2 498.48 (3.90%),13856,27712,9884 (71.33%),3972 (28.67%),190 971.90,-142 023.95,19.59,29.00,1 569.84,-4 790.20
VS_lv1_jun24_sp10,MT5_Tester3,605.4,50 000.00,-450.22,0.77,550.28 (1.10%),536.70 (1.07%),104,208,70 (67.31%),34 (32.69%),1 473.89,-1 924.11,-0.84,-5.00,44.12,-65.17
VS_lv1_jun24_sp1,MT5_Tester2,649.2,50 000.00,860.42,1.06,260.96 (0.51%),602.43 (1.18%),7784,15568,5248 (67.42%),2536 (32.58%),16 095.49,-15 235.07,1.43,5.51,68.81,-78.77
VS_lv1_jun24_sp15,MT5_Tester3,567.6,50 000.00,-124.65,0.88,289.85 (0.58%),350.17 (0.70%),42,84,28 (66.67%),14 (33.33%),872.80,-997.45,-0.36,-2.00,54.12,-96.88
VS_lv1_jun24_sp2,MT5_Tester2,563.6,50 000.00,175.67,1.02,326.96 (0.65%),408.65 (0.81%),2189,4378,1532 (69.99%),657 (30.01%),8 007.12,-7 831.45,0.43,2.24,36.12,-54.27
VS_lv1_jun24_sp3,MT5_Tester3,593.4,50 000.00,377.13,1.07,188.32 (0.38%),185.60 (0.37%),1021,2042,738 (72.28%),283 (27.72%),5 416.44,-5 039.31,2.03,5.86,36.12,-23.17
VS_lv1_jun24_sp5,MT5_Tester2,591.4,50 000.00,333.95,1.11,290.94 (0.58%),243.96 (0.49%),392,784,290 (73.98%),102 (26.02%),3 321.04,-2 987.09,1.37,5.24,34.12,-38.33
VS_hv1_oct25_sp1,MT5_Tester,14400.5,,,,,,,,,,,,,,,
VS_lv1_jun24_sp7,MT5_Tester3,571.2,50 000.00,-66.74,0.97,205.12 (0.41%),185.80 (0.37%),193,386,139 (72.02%),54 (27.98%),2 131.87,-2 198.61,-0.36,-1.06,38.12,-47.17
VS_lv2_jul24_sp1,MT5_Tester2,699.5,50 000.00,1 391.86,1.08,481.70 (0.93%),402.72 (0.79%),9317,18634,6316 (67.79%),3001 (32.21%),19 748.09,-18 356.23,3.46,7.96,763.84,-279.80
VS_lv2_jul24_sp15,MT5_Tester3,691.4,50 000.00,-412.60,0.76,591.48 (1.18%),588.70 (1.18%),62,124,42 (67.74%),20 (32.26%),1 275.18,-1 687.78,-0.70,-5.00,44.81,-96.89
VS_lv2_jul24_sp2,MT5_Tester2,649.8,50 000.00,403.00,1.04,238.66 (0.47%),278.34 (0.55%),2622,5244,1858 (70.86%),764 (29.14%),9 654.92,-9 251.92,1.45,3.88,35.98,-149.18
VS_lv2_jul24_sp3,MT5_Tester3,484.8,50 000.00,238.06,1.04,219.04 (0.43%),299.59 (0.60%),1192,2384,860 (72.15%),332 (27.85%),6 291.29,-6 053.23,0.79,2.45,33.34,-129.34
VS_lv2_jul24_sp5,MT5_Tester2,516.7,50 000.00,-50.92,0.99,524.71 (1.04%),542.72 (1.08%),470,940,339 (72.13%),131 (27.87%),3 794.65,-3 845.57,-0.09,-0.51,35.34,-35.17
O06_VD5_VB25,MT5_Tester,4023.8,,,,,,,,,,,,,,,
O01_VD3_VB2,MT5_Tester,5225.0,,,,,,,,,,,,,,,
VS_lv2_jul24_sp7,MT5_Tester3,588.6,50 000.00,144.06,1.05,406.18 (0.81%),514.86 (1.02%),255,510,187 (73.33%),68 (26.67%),2 886.84,-2 742.78,0.28,1.48,107.16,-47.17
VS_lv3_nov24_sp1,MT5_Tester2,594.0,50 000.00,3 342.77,1.13,226.56 (0.45%),320.28 (0.61%),13206,26412,8927 (67.60%),4279 (32.40%),29 220.67,-25 877.90,10.44,18.66,785.14,-113.96
VS_lv3_nov24_sp10,MT5_Tester3,631.1,50 000.00,-643.72,0.81,958.60 (1.91%),1 000.64 (1.99%),186,372,128 (68.82%),58 (31.18%),2 748.33,-3 392.05,-0.64,-5.00,40.52,-65.17
VS_lv3_nov24_sp15,MT5_Tester2,638.7,50 000.00,-680.90,0.75,940.02 (1.88%),922.46 (1.84%),97,194,65 (67.01%),32 (32.99%),2 022.59,-2 703.49,-0.74,-5.00,41.12,-96.89
O02_VD4_VB2,MT5_Tester2,6846.9,,,,,,,,,,,,,,,
O05_VD5_VB15,MT5_Tester2,7087.1,,,,,,,,,,,,,,,
VS_lv3_nov24_sp2,MT5_Tester3,618.9,50 000.00,972.64,1.07,222.89 (0.44%),224.40 (0.45%),3825,7650,2728 (71.32%),1097 (28.68%),14 325.34,-13 352.70,4.33,9.89,32.52,-120.55
VS_lv3_nov24_sp3,MT5_Tester2,604.9,50 000.00,612.85,1.07,224.62 (0.44%),229.38 (0.45%),1746,3492,1258 (72.05%),488 (27.95%),9 370.56,-8 757.71,2.67,6.58,135.96,-23.17
VS_lv3_nov24_sp5,MT5_Tester3,618.8,50 000.00,751.76,1.13,424.90 (0.84%),363.50 (0.72%),672,1344,479 (71.28%),193 (28.72%),6 444.90,-5 693.14,2.07,6.76,757.90,-35.17
O03_VD6_VB2,MT5_Tester3,14400.5,,,,,,,,,,,,,,,
VS_lv3_nov24_sp7,MT5_Tester2,609.0,50 000.00,-693.78,0.85,974.82 (1.94%),962.48 (1.92%),370,740,257 (69.46%),113 (30.54%),4 002.88,-4 696.66,-0.72,-5.00,34.52,-47.17
O07_VD5_VB3,MT5_Tester,3853.7,50 000.00,74 959.79,1.31,8 661.17 (7.59%),6 865.00 (6.12%),43847,87694,35331 (80.58%),8516 (19.42%),316 307.26,-241 347.47,10.92,11.29,3 323.70,-8 661.17
O05_VD5_VB15,MT5_Tester2,3960.3,,,,,,,,,,,,,,,
O08_VD5_VB2_rp05,MT5_Tester2,3962.1,,,,,,,,,,,,,,,
O09_VD5_VB2_rp025,MT5_Tester3,3914.2,50 000.00,75 743.31,1.29,5 680.74 (6.37%),4 832.46 (5.47%),43865,87730,35139 (80.11%),8726 (19.89%),335 191.11,-259 447.80,15.67,12.12,2 497.40,-5 579.10
O10_VD5_VB2_VC5,MT5_Tester,3913.9,50 000.00,82 892.69,1.35,4 605.53 (5.11%),3 291.15 (3.66%),43930,87860,35394 (80.57%),8536 (19.43%),319 102.22,-236 209.53,25.19,16.07,2 637.52,-4 467.06
O03_VD6_VB2,MT5_Tester3,14401.7,,,,,,,,,,,,,,,
O06_VD5_VB25,MT5_Tester2,3976.9,50 000.00,82 567.24,1.35,5 078.96 (4.33%),2 670.10 (4.35%),43835,87670,35320 (80.57%),8515 (19.43%),318 636.46,-236 069.22,30.92,15.03,3 004.30,-4 966.60
O12_VD5_VB2_VA010,MT5_Tester3,3771.6,50 000.00,63 352.02,1.34,2 380.09 (2.57%),889.13 (0.98%),35057,70114,28269 (80.64%),6788 (19.36%),251 775.27,-188 423.25,71.25,21.83,2 088.52,-2 331.82
O13_VD5_VB2_VA015,MT5_Tester,4163.4,50 000.00,81 805.21,1.39,2 397.06 (2.08%),3 036.06 (3.52%),40605,81210,32730 (80.61%),7875 (19.39%),291 806.96,-210 001.75,26.94,16.08,2 518.56,-2 214.61
VS_lv2_jul24_sp10,MT5_Tester,14401.2,,,,,,,,,,,,,,,
O07_VD5_VB3,MT5_Tester3,4261.5,,,,,,,,,,,,,,,
O08_VD5_VB2_rp05,MT5_Tester2,4055.0,50 000.00,88 581.05,1.37,3 556.81 (6.18%),2 112.20 (2.21%),43825,87650,35219 (80.36%),8606 (19.64%),327 645.68,-239 064.63,41.94,18.11,2 758.18,-3 556.81
O14_FULL_VA03,MT5_Tester3,3633.4,50 000.00,13 332.88,1.31,1 595.49 (3.07%),453.25 (0.74%),8016,16032,6492 (80.99%),1524 (19.01%),56 470.21,-43 137.33,29.42,19.35,1 189.31,-1 593.00
O04_VD7_VB2,MT5_Tester,14400.6,,,,,,,,,,,,,,,
O15_FULL_VA10,MT5_Tester,3669.1,50 000.00,56 721.43,1.30,3 330.92 (3.21%),1 522.37 (1.49%),33760,67520,27285 (80.82%),6475 (19.18%),247 177.07,-190 455.64,37.26,19.42,2 078.66,-3 120.76
O16_FULL_VC2,MT5_Tester3,3539.1,50 000.00,36 251.03,1.35,2 907.81 (3.64%),1 140.12 (1.43%),19016,38032,15349 (80.72%),3667 (19.28%),138 984.24,-102 733.21,31.80,23.19,1 650.10,-1 642.05
O10_VD5_VB2_VC5,MT5_Tester2,3871.6,50 000.00,82 892.69,1.35,4 605.53 (5.11%),3 291.15 (3.66%),43930,87860,35394 (80.57%),8536 (19.43%),319 102.22,-236 209.53,25.19,16.07,2 637.52,-4 467.06
O09_VD5_VB2_rp025,MT5_Tester3,4441.4,,,,,,,,,,,,,,,
O11_VD5_VB2_VC8,MT5_Tester2,12308.5,,,,,,,,,,,,,,,
O17_FULL_VC5,MT5_Tester,3487.1,50 000.00,38 507.54,1.37,2 377.31 (2.90%),683.31 (0.85%),19640,39280,15859 (80.75%),3781 (19.25%),142 811.19,-104 303.65,56.35,26.03,1 678.34,-2 317.94
O18_FULL_rp05,MT5_Tester3,3391.8,50 000.00,31 268.83,1.34,1 494.56 (1.97%),749.72 (0.92%),17049,34098,13800 (80.94%),3249 (19.06%),122 372.95,-91 104.12,41.71,20.10,1 547.79,-1 449.06
O12_VD5_VB2_VA010,MT5_Tester2,3563.9,50 000.00,63 352.02,1.34,2 380.09 (2.57%),889.13 (0.98%),35057,70114,28269 (80.64%),6788 (19.36%),251 775.27,-188 423.25,71.25,21.83,2 088.52,-2 331.82
O13_VD5_VB2_VA015,MT5_Tester3,3960.6,,,,,,,,,,,,,,,
O20_VD5_VB2_VC5_rp05,MT5_Tester,3972.8,50 000.00,76 156.56,1.30,6 195.12 (5.02%),6 119.75 (4.92%),43938,87876,35251 (80.23%),8687 (19.77%),328 978.37,-252 821.81,12.44,14.07,2 424.59,-6 121.11
O11_VD5_VB2_VC8,MT5_Tester,8707.7,,,,,,,,,,,,,,,
O19_VD4_VB15_rp05,MT5_Tester2,6365.3,,,,,,,,,,,,,,,
O14_FULL_VA03,MT5_Tester2,3508.1,50 000.00,13 332.88,1.31,1 595.49 (3.07%),453.25 (0.74%),8016,16032,6492 (80.99%),1524 (19.01%),56 470.21,-43 137.33,29.42,19.35,1 189.31,-1 593.00
O15_FULL_VA10,MT5_Tester3,3699.8,50 000.00,56 721.43,1.30,3 330.92 (3.21%),1 522.37 (1.49%),33760,67520,27285 (80.82%),6475 (19.18%),247 177.07,-190 455.64,37.26,19.42,2 078.66,-3 120.76
O16_FULL_VC2,MT5_Tester,3558.0,50 000.00,36 251.03,1.35,2 907.81 (3.64%),1 140.12 (1.43%),19016,38032,15349 (80.72%),3667 (19.28%),138 984.24,-102 733.21,31.80,23.19,1 650.10,-1 642.05
O17_FULL_VC5,MT5_Tester2,3561.7,50 000.00,38 507.54,1.37,2 377.31 (2.90%),683.31 (0.85%),19640,39280,15859 (80.75%),3781 (19.25%),142 811.19,-104 303.65,56.35,26.03,1 678.34,-2 317.94
O18_FULL_rp05,MT5_Tester3,3519.3,50 000.00,31 268.83,1.34,1 494.56 (1.97%),749.72 (0.92%),17049,34098,13800 (80.94%),3249 (19.06%),122 372.95,-91 104.12,41.71,20.10,1 547.79,-1 449.06
L03_B11_lot03,MT5_Tester3,5162.9,,,,,,,,,,,,,,,
O19_VD4_VB15_rp05,MT5_Tester,3879.6,50 000.00,80 209.02,1.33,3 713.60 (4.70%),2 566.96 (2.68%),45868,91736,35216 (76.78%),10652 (23.22%),322 709.03,-242 500.01,31.25,17.79,2 069.99,-3 693.60
L01_B11_lot01,MT5_Tester,6305.1,,,,,,,,,,,,,,,
O20_VD5_VB2_VC5_rp05,MT5_Tester2,3634.3,50 000.00,76 156.56,1.30,6 195.12 (5.02%),6 119.75 (4.92%),43938,87876,35251 (80.23%),8687 (19.77%),328 978.37,-252 821.81,12.44,14.07,2 424.59,-6 121.11
L02_B11_lot02,MT5_Tester2,7569.7,,,,,,,,,,,,,,,
L04_B11_lot05,MT5_Tester3,14401.3,,,,,,,,,,,,,,,
L05_B09_lot01,MT5_Tester,14402.2,,,,,,,,,,,,,,,
L03_B11_lot03,MT5_Tester3,14400.1,,,,,,,,,,,,,,,
L02_B11_lot02,MT5_Tester2,14401.1,,,,,,,,,,,,,,,
L01_B11_lot01,MT5_Tester,14401.3,,,,,,,,,,,,,,,
L06_B09_lot02,MT5_Tester2,14400.3,,,,,,,,,,,,,,,
L07_B09_lot03,MT5_Tester3,14401.8,,,,,,,,,,,,,,,
L08_B05_lot01,MT5_Tester,14401.2,,,,,,,,,,,,,,,
L04_B11_lot05,MT5_Tester3,14400.1,,,,,,,,,,,,,,,
L06_B09_lot02,MT5_Tester,14401.6,,,,,,,,,,,,,,,
L05_B09_lot01,MT5_Tester2,14403.5,,,,,,,,,,,,,,,
L09_B05_lot02,MT5_Tester2,14401.9,,,,,,,,,,,,,,,
LV01_N11_live,MT5_Tester3,6519.3,,,,,,,,,,,,,,,
L07_B09_lot03,MT5_Tester3,4208.4,,,,,,,,,,,,,,,
LV02_B09_live,MT5_Tester,6582.7,,,,,,,,,,,,,,,
L08_B05_lot01,MT5_Tester,5419.4,,,,,,,,,,,,,,,
LV01_N11_live,MT5_Tester3,5173.1,,,,,,,,,,,,,,,
LV04_B20_live,MT5_Tester3,5234.9,,,,,,,,,,,,,,,
LV05_B05_live,MT5_Tester,5048.5,50 000.00,72 275.68,1.20,24 734.31 (20.30%),20 827.20 (17.51%),38438,76876,34803 (90.54%),3635 (9.46%),432 300.20,-360 024.52,3.47,5.28,3 922.00,-5 051.72
LV02_B09_live,MT5_Tester,5046.6,,,,,,,,,,,,,,,
LV06_N11_lot03,MT5_Tester3,4867.7,,,,,,,,,,,,,,,
LV03_B11_live,MT5_Tester3,4925.8,,,,,,,,,,,,,,,
L09_B05_lot02,MT5_Tester2,14402.2,,,,,,,,,,,,,,,
LV03_B11_live,MT5_Tester2,14400.8,,,,,,,,,,,,,,,
LV07_B11_lot02,MT5_Tester,4427.3,50 000.00,73 614.91,1.35,3 121.33 (3.45%),620.80 (0.66%),19544,39088,15752 (80.60%),3792 (19.40%),286 112.37,-212 497.46,118.58,24.43,2 322.43,-2 781.83
LV04_B20_live,MT5_Tester,5843.0,,,,,,,,,,,,,,,
SD_p_hv_feb26_VD10,MT5_Tester,2388.6,50 000.00,304 989.50,1.64,10 256.54 (2.83%),7 983.17 (2.20%),105713,211426,86715 (82.03%),18998 (17.97%),780 436.19,-475 446.69,38.20,53.10,6 508.88,-10 040.40
LV06_N11_lot03,MT5_Tester2,4812.0,,,,,,,,,,,,,,,
LV05_B05_live,MT5_Tester3,4965.6,50 000.00,72 275.68,1.20,24 734.31 (20.30%),20 827.20 (17.51%),38438,76876,34803 (90.54%),3635 (9.46%),432 300.20,-360 024.52,3.47,5.28,3 922.00,-5 051.72
TICK_N11_demo,MT5_Tester,3962.7,,,,,,,,,,,,,,,
TK_feb26_H3_sp10_VD5,MT5_Tester3,48.8,0,0,0.00,0 (0%),0 (0%),0,0,0 (0.00%),0 (0.00%),0,0,0.00,0.00,0,0
TK_feb26_H1_noVD,MT5_Tester,163.4,50 000.00,-10 016.06,0.35,14 019.32 (25.96%),10 016.06 (20.03%),492,984,419 (85.16%),73 (14.84%),5 368.32,-15 384.38,-1.00,-5.00,1 057.40,-1 633.80
TK_feb26_H2_VD20,MT5_Tester2,167.5,50 000.00,-10 008.12,0.31,10 833.44 (21.44%),10 008.12 (20.02%),507,1014,423 (83.43%),84 (16.57%),4 583.78,-14 591.90,-1.00,-5.00,303.06,-201.16
TK_feb26_H4_sp10_VC5,MT5_Tester3,250.1,50 000.00,-10 002.54,0.62,10 732.50 (21.16%),10 002.54 (20.01%),663,1326,492 (74.21%),171 (25.79%),16 285.58,-26 288.12,-1.00,-5.00,955.52,-2 077.36
TK_feb26_H6_VA005_VD5,MT5_Tester2,3502.7,50 000.00,-8 120.59,0.82,8 141.67 (16.28%),8 120.59 (16.24%),4427,8854,3551 (80.21%),876 (19.79%),35 786.23,-43 906.82,-1.00,-5.00,63.41,-95.07
TK_feb26_H8_rp025_noVD,MT5_Tester2,102.5,50 000.00,-10 031.56,0.36,11 612.32 (22.52%),10 031.56 (20.06%),505,1010,420 (83.17%),85 (16.83%),5 710.26,-15 741.82,-1.00,-5.00,502.80,-2 419.56
TK_feb26_H7_FULL_def,MT5_Tester3,3502.1,50 000.00,-4 221.66,0.86,4 303.63 (8.60%),4 298.20 (8.60%),2926,5852,2620 (89.54%),306 (10.46%),26 439.73,-30 661.39,-0.98,-5.00,73.41,-135.03
TK_mar26_H1_noVD,MT5_Tester2,480.9,50 000.00,-10 001.77,0.56,17 655.00 (30.62%),13 240.42 (24.87%),1003,2006,884 (88.14%),119 (11.86%),12 712.10,-22 713.87,-0.76,-5.00,1 128.12,-2 065.80
TK_mar26_H2_VD20,MT5_Tester3,527.0,50 000.00,-10 000.63,0.58,13 817.79 (25.68%),11 227.64 (21.92%),1360,2720,1228 (90.29%),132 (9.71%),13 643.92,-23 644.55,-0.89,-5.00,1 050.30,-3 583.36
TK_feb26_H5_sp20_VD5,MT5_Tester,4286.0,50 000.00,-1 925.13,0.94,3 309.04 (6.58%),3 416.08 (6.83%),990,1980,815 (82.32%),175 (17.68%),32 638.31,-34 563.44,-0.56,-2.44,73.45,-210.03
TK_mar26_H4_sp10_VC5,MT5_Tester3,3593.4,50 000.00,-10 003.84,0.84,14 460.22 (26.56%),12 752.43 (24.18%),2098,4196,1695 (80.79%),403 (19.21%),53 023.38,-63 027.22,-0.78,-5.00,1 022.40,-2 105.28
